ID,age,experience,income,zip_code,family,cc_avg,education,mortgage,personal_loan,securities_account,cd_account,online,credit_card,age_bracket,age_bracket_name,income_per_family_member,cc_to_income_ratio,debt_to_income_ratio,financial_maturity_index,experience_bracket,education_degree,num__age,num__income,num__family,num__mortgage,cat__age_bracket_name_Baby boomers,cat__age_bracket_name_Generation X,cat__age_bracket_name_Generation Z,cat__age_bracket_name_Millennials,cat__education_ensino_medio,cat__education_ensino_superior,cat__education_pos_graduacao
18,42,18,81,94305,4,2.4,ensino_medio,0,0,0,0,0,0,2,Millennials,16.2,0.0296296296296296,0.0296296296296296,33.75,2,high school,-0.9,-0.5409836065573771,-0.5,0.7920792079207921,0.0,0.0,0.0,1.0,0.0,0.0,1.0
19,46,21,193,91604,2,8.1,pos_graduacao,0,1,0,0,0,0,3,Generation X,64.33333333333333,0.0419689119170984,0.0419689119170984,23.82716049382716,2,postgraduate,-0.3,-0.6229508196721312,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20,55,28,21,94720,1,0.5,ensino_superior,0,0,1,0,0,1,3,Generation X,10.5,0.0238095238095238,0.0238095238095238,42.0,2,college,0.6,-0.36065573770491804,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
21,56,31,25,94015,4,0.9,ensino_superior,111,0,0,0,1,0,3,Generation X,5.0,0.036,4.476,27.77777777777778,3,college,-0.25,1.8032786885245902,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
22,57,27,63,90095,3,2.0,pos_graduacao,0,0,0,0,1,0,3,Generation X,15.75,0.0317460317460317,0.0317460317460317,31.5,2,postgraduate,0.25,0.47540983606557374,-0.5,2.108910891089109,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23,29,5,62,90277,1,1.2,ensino_medio,260,0,0,0,1,0,2,Millennials,31.0,0.0193548387096774,4.212903225806452,51.66666666666667,1,high school,0.4,1.9836065573770492,-0.5,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,44,18,43,91320,2,0.7,ensino_medio,163,0,1,0,0,0,3,Generation X,14.333333333333334,0.0162790697674418,3.8069767441860463,61.42857142857143,2,high school,0.95,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
25,36,11,152,95521,2,3.9,ensino_medio,159,0,0,0,0,1,2,Millennials,50.66666666666666,0.0256578947368421,1.0717105263157896,38.97435897435898,2,high school,0.25,0.26229508196721313,-0.5,3.0396039603960396,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26,43,19,29,94305,3,0.5,ensino_medio,97,0,0,0,1,0,3,Generation X,7.25,0.0172413793103448,3.362068965517241,58.0,2,high school,-0.9,1.2295081967213115,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
27,40,16,83,95064,4,0.2,pos_graduacao,0,0,0,0,0,0,2,Millennials,16.6,0.0024096385542168,0.0024096385542168,415.0,2,postgraduate,0.25,0.639344262295082,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28,46,20,158,90064,1,2.4,ensino_medio,0,0,0,0,1,1,3,Generation X,79.0,0.0151898734177215,0.0151898734177215,65.83333333333334,2,high school,-0.1,-0.5573770491803278,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
29,56,30,48,94539,1,2.2,pos_graduacao,0,0,0,0,1,1,3,Generation X,24.0,0.0458333333333333,0.0458333333333333,21.818181818181817,3,postgraduate,-0.65,0.8032786885245902,-0.5,3.623762376237624,0.0,0.0,0.0,1.0,1.0,0.0,0.0
30,38,13,119,94104,1,3.3,ensino_superior,0,1,0,1,1,1,2,Millennials,59.5,0.0277310924369747,0.0277310924369747,36.06060606060606,2,college,0.85,0.19672131147540983,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31,59,35,35,93106,1,1.2,pos_graduacao,122,0,0,0,1,0,4,Baby boomers,17.5,0.0342857142857142,3.52,29.166666666666668,3,postgraduate,0.85,1.180327868852459,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32,40,16,29,94117,1,2.0,ensino_superior,0,0,0,0,1,0,2,Millennials,14.5,0.0689655172413793,0.0689655172413793,14.5,2,college,-0.55,-0.01639344262295082,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
33,53,28,41,94801,2,0.6,pos_graduacao,193,0,0,0,0,0,3,Generation X,13.666666666666666,0.0146341463414634,4.721951219512195,68.33333333333334,2,postgraduate,0.15,-0.3770491803278688,0.5,0.8613861386138614,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34,30,6,18,91330,3,0.9,pos_graduacao,0,0,0,0,0,0,2,Millennials,4.5,0.05,0.05,20.0,1,postgraduate,-0.3,-0.13114754098360656,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35,31,5,50,94035,4,1.8,pos_graduacao,0,0,0,0,1,0,2,Millennials,10.0,0.036,0.036,27.77777777777778,1,postgraduate,-0.75,0.5737704918032787,1.0,1.2772277227722773,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,48,24,81,92647,3,0.7,ensino_medio,0,0,0,0,0,0,3,Generation X,20.25,0.0086419753086419,0.0086419753086419,115.71428571428572,2,high school,-1.0,-0.819672131147541,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
37,59,35,121,94720,1,2.9,ensino_medio,0,0,0,0,0,1,4,Baby boomers,60.5,0.0239669421487603,0.0239669421487603,41.72413793103448,3,high school,-0.8,-0.5245901639344263,1.0,1.5940594059405941,0.0,0.0,0.0,1.0,0.0,1.0,0.0
38,51,25,71,95814,1,1.4,pos_graduacao,198,0,0,0,0,0,3,Generation X,35.5,0.0197183098591549,2.8084507042253524,50.71428571428572,2,postgraduate,-0.65,-0.45901639344262296,0.5,1.1485148514851484,0.0,0.0,0.0,1.0,1.0,0.0,0.0
39,42,18,141,94114,3,5.0,pos_graduacao,0,1,1,1,1,0,2,Millennials,35.25,0.0354609929078014,0.0354609929078014,28.2,2,postgraduate,0.8,-0.13114754098360656,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
40,38,13,80,94115,4,0.7,pos_graduacao,285,0,0,0,1,0,2,Millennials,16.0,0.0087499999999999,3.57125,114.28571428571428,2,postgraduate,0.45,-0.04918032786885246,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
41,57,32,84,92672,3,1.6,pos_graduacao,0,0,1,0,0,0,3,Generation X,21.0,0.019047619047619,0.019047619047619,52.5,3,postgraduate,-0.6,0.6229508196721312,-0.5,2.3069306930693068,0.0,0.0,0.0,1.0,0.0,1.0,0.0
42,34,9,60,94122,3,2.3,ensino_medio,0,0,0,0,0,0,2,Millennials,15.0,0.0383333333333333,0.0383333333333333,26.086956521739133,1,high school,0.5,-0.5737704918032787,0.0,0.8118811881188119,0.0,1.0,0.0,0.0,0.0,1.0,0.0
43,32,7,132,90019,4,1.1,ensino_superior,412,1,0,0,1,0,2,Millennials,26.4,0.0083333333333333,3.129545454545455,120.0,1,college,0.55,-0.03278688524590164,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44,39,15,45,95616,1,0.7,ensino_medio,0,0,0,0,1,0,2,Millennials,22.5,0.0155555555555555,0.0155555555555555,64.28571428571429,2,high school,-0.65,-0.819672131147541,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
45,46,20,104,94065,1,5.7,ensino_medio,0,0,0,0,1,1,3,Generation X,52.0,0.0548076923076923,0.0548076923076923,18.24561403508772,2,high school,0.1,-0.47540983606557374,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
46,57,31,52,94720,4,2.5,ensino_medio,0,0,0,0,0,1,3,Generation X,10.4,0.048076923076923,0.048076923076923,20.8,3,high school,0.8,0.7377049180327869,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
47,39,14,43,95014,3,0.7,ensino_superior,153,0,0,0,1,0,2,Millennials,10.75,0.0162790697674418,3.5744186046511626,61.42857142857143,2,college,-0.75,-0.4098360655737705,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
48,37,12,194,91380,4,0.2,pos_graduacao,211,1,1,1,1,1,2,Millennials,38.8,0.0010309278350515,1.088659793814433,970.0,2,postgraduate,0.45,1.9672131147540983,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
49,56,26,81,95747,2,4.5,pos_graduacao,0,0,0,0,0,1,3,Generation X,27.0,0.0555555555555555,0.0555555555555555,18.0,2,postgraduate,-0.85,-0.47540983606557374,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
50,40,16,49,92373,1,1.8,ensino_medio,0,0,0,0,0,1,2,Millennials,24.5,0.036734693877551,0.036734693877551,27.22222222222222,2,high school,-0.9,0.9180327868852459,-0.5,1.1683168316831682,0.0,0.0,0.0,1.0,1.0,0.0,0.0
51,32,8,8,92093,4,0.7,ensino_superior,0,0,1,0,1,0,2,Millennials,1.6,0.0875,0.0875,11.428571428571429,1,college,1.1,-0.36065573770491804,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
52,61,37,131,94720,1,2.9,ensino_medio,0,0,0,0,1,0,4,Baby boomers,65.5,0.0221374045801526,0.0221374045801526,45.17241379310345,3,high school,0.75,-0.9016393442622951,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
53,30,6,72,94005,1,0.1,ensino_medio,207,0,0,0,0,0,2,Millennials,36.0,0.0013888888888888,2.8763888888888887,720.0,1,high school,0.8,-0.6229508196721312,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
54,50,26,190,90245,3,2.1,pos_graduacao,240,1,0,0,1,0,3,Generation X,47.5,0.0110526315789473,1.2742105263157897,90.47619047619048,2,postgraduate,-0.2,0.7868852459016393,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
55,29,5,44,95819,1,0.2,pos_graduacao,0,0,0,0,1,0,2,Millennials,22.0,0.0045454545454545,0.0045454545454545,220.0,1,postgraduate,-0.55,0.13114754098360656,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
56,41,17,139,94022,2,8.0,ensino_medio,0,0,0,0,1,0,2,Millennials,46.333333333333336,0.0575539568345323,0.0575539568345323,17.375,2,high school,-0.95,0.14754098360655737,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
57,55,30,29,94005,3,0.1,ensino_superior,0,0,1,1,1,0,3,Generation X,7.25,0.0034482758620689,0.0034482758620689,290.0,3,college,-0.3,-0.18032786885245902,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
58,56,31,131,95616,2,1.2,pos_graduacao,0,1,0,0,0,0,3,Generation X,43.66666666666666,0.0091603053435114,0.0091603053435114,109.16666666666669,3,postgraduate,-0.45,0.2459016393442623,0.0,2.01980198019802,0.0,0.0,0.0,1.0,0.0,0.0,1.0
59,28,2,93,94065,2,0.2,ensino_medio,0,0,0,0,0,0,2,Millennials,31.0,0.0021505376344086,0.0021505376344086,465.0,1,high school,0.65,-0.36065573770491804,0.5,1.4653465346534653,0.0,1.0,0.0,0.0,0.0,0.0,1.0
60,31,5,188,91320,2,4.5,ensino_medio,455,0,0,0,0,0,2,Millennials,62.66666666666666,0.0239361702127659,2.4441489361702127,41.77777777777778,1,high school,0.05,-0.39344262295081966,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
61,49,24,39,90404,3,1.7,ensino_superior,0,0,1,0,1,0,3,Generation X,9.75,0.0435897435897435,0.0435897435897435,22.94117647058824,2,college,-0.9,0.47540983606557374,0.0,1.7623762376237624,0.0,0.0,0.0,1.0,1.0,0.0,0.0
62,47,21,125,93407,1,5.7,ensino_medio,112,0,1,0,0,0,3,Generation X,62.5,0.0456,0.9416,21.929824561403507,2,high school,0.55,0.29508196721311475,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
63,42,18,22,90089,1,1.0,ensino_medio,0,0,0,0,0,0,2,Millennials,11.0,0.0454545454545454,0.0454545454545454,22.0,2,high school,-0.35,1.8032786885245902,0.0,2.405940594059406,0.0,0.0,0.0,1.0,1.0,0.0,0.0
65,47,23,105,90024,2,3.3,ensino_medio,0,0,0,0,0,0,3,Generation X,35.0,0.0314285714285714,0.0314285714285714,31.81818181818182,2,high school,0.45,1.2622950819672132,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
66,59,35,131,91360,1,3.8,ensino_medio,0,0,0,0,1,1,4,Baby boomers,65.5,0.0290076335877862,0.0290076335877862,34.473684210526315,3,high school,0.3,-0.6557377049180327,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
67,62,36,105,95670,2,2.8,ensino_medio,336,0,0,0,0,0,4,Baby boomers,35.0,0.0266666666666666,3.2266666666666666,37.5,3,high school,0.25,-0.819672131147541,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
68,53,23,45,95123,4,2.0,pos_graduacao,132,0,1,0,0,0,3,Generation X,9.0,0.0444444444444444,2.977777777777778,22.5,2,postgraduate,-0.6,-0.21311475409836064,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
69,47,21,60,93407,3,2.1,ensino_medio,0,0,0,0,1,1,3,Generation X,15.0,0.035,0.035,28.57142857142857,2,high school,0.95,-0.6721311475409836,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70,53,29,20,90045,4,0.2,ensino_medio,0,0,0,0,1,0,3,Generation X,4.0,0.01,0.01,100.0,2,high school,-0.25,0.36065573770491804,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
71,42,18,115,91335,1,3.5,ensino_medio,0,0,0,0,0,1,2,Millennials,57.5,0.0304347826086956,0.0304347826086956,32.857142857142854,2,high school,0.45,0.14754098360655737,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
72,53,29,69,93907,4,1.0,ensino_superior,0,0,0,0,1,0,3,Generation X,13.8,0.0144927536231884,0.0144927536231884,69.0,2,college,0.75,-0.7213114754098361,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
73,44,20,130,92007,1,5.0,ensino_medio,0,0,0,0,0,1,3,Generation X,65.0,0.0384615384615384,0.0384615384615384,26.0,2,high school,1.0,-0.7049180327868853,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
74,41,16,85,94606,1,4.0,pos_graduacao,0,0,0,0,1,1,2,Millennials,42.5,0.0470588235294117,0.0470588235294117,21.25,2,postgraduate,0.75,-0.4098360655737705,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
75,28,3,135,94611,2,3.3,ensino_medio,0,0,0,0,0,1,2,Millennials,45.0,0.0244444444444444,0.0244444444444444,40.909090909090914,1,high school,0.65,-0.36065573770491804,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
76,31,7,135,94901,4,3.8,ensino_superior,0,1,0,1,1,1,2,Millennials,27.0,0.0281481481481481,0.0281481481481481,35.526315789473685,1,college,-0.3,-0.5081967213114754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
77,58,32,12,91320,3,0.3,pos_graduacao,0,0,0,0,0,0,3,Generation X,3.0,0.0249999999999999,0.0249999999999999,40.0,3,postgraduate,0.15,-0.6557377049180327,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
78,46,20,29,92220,3,0.5,ensino_superior,0,0,0,0,0,0,3,Generation X,7.25,0.0172413793103448,0.0172413793103448,58.0,2,college,-1.05,0.2786885245901639,0.0,2.3564356435643563,0.0,0.0,1.0,0.0,0.0,0.0,1.0
79,54,30,133,93305,2,2.6,pos_graduacao,0,1,0,0,0,0,3,Generation X,44.333333333333336,0.0195488721804511,0.0195488721804511,51.15384615384615,3,postgraduate,0.0,-0.13114754098360656,1.0,1.6237623762376239,0.0,1.0,0.0,0.0,0.0,0.0,1.0
80,50,26,19,94720,2,0.4,ensino_medio,118,0,0,0,1,0,3,Generation X,6.333333333333333,0.0210526315789473,6.231578947368422,47.5,2,high school,0.3,0.09836065573770492,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
81,60,36,41,95134,4,1.3,ensino_medio,174,0,0,0,1,1,4,Baby boomers,8.2,0.0317073170731707,4.275609756097562,31.538461538461537,3,high school,-0.45,1.901639344262295,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
82,47,22,40,94612,3,2.7,ensino_superior,0,0,0,0,1,0,3,Generation X,10.0,0.0675,0.0675,14.814814814814811,2,college,0.6,-0.6557377049180327,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
83,41,16,82,92507,1,4.0,pos_graduacao,0,0,0,0,1,0,2,Millennials,41.0,0.048780487804878,0.048780487804878,20.5,2,postgraduate,-0.35,-0.3114754098360656,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
84,33,9,50,94305,1,2.4,ensino_superior,0,0,0,0,0,0,2,Millennials,25.0,0.048,0.048,20.833333333333336,1,college,0.5,-0.01639344262295082,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
85,46,22,18,91730,1,0.9,pos_graduacao,0,0,0,0,1,0,3,Generation X,9.0,0.05,0.05,20.0,2,postgraduate,-0.35,-0.18032786885245902,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
86,27,2,109,94005,4,1.8,pos_graduacao,0,0,0,0,0,0,2,Millennials,21.8,0.0165137614678899,0.0165137614678899,60.55555555555556,1,postgraduate,0.45,0.9180327868852459,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
87,40,16,42,94501,4,2.2,ensino_superior,126,0,0,0,0,0,2,Millennials,8.4,0.0523809523809523,3.052380952380952,19.09090909090909,2,college,0.65,-0.14754098360655737,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
88,48,22,78,94305,3,1.1,ensino_medio,0,0,0,0,1,0,3,Generation X,19.5,0.0141025641025641,0.0141025641025641,70.9090909090909,2,high school,-0.05,0.08196721311475409,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
89,65,41,51,94117,2,1.1,ensino_medio,0,0,0,0,1,0,4,Baby boomers,17.0,0.0215686274509803,0.0215686274509803,46.36363636363636,4,high school,-0.5,-0.5409836065573771,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
90,25,0,113,94303,4,2.3,pos_graduacao,0,0,0,0,0,1,1,Generation Z,22.6,0.0203539823008849,0.0203539823008849,49.1304347826087,1,postgraduate,0.75,-0.6721311475409836,-0.5,1.2178217821782178,1.0,0.0,0.0,0.0,1.0,0.0,0.0
91,55,30,118,90277,4,5.6,ensino_superior,0,1,0,0,1,0,3,Generation X,23.6,0.047457627118644,0.047457627118644,21.071428571428573,3,college,-0.2,0.5081967213114754,0.5,3.237623762376238,0.0,0.0,0.0,1.0,0.0,1.0,0.0
92,35,10,29,94105,4,1.1,pos_graduacao,0,0,0,0,1,0,2,Millennials,5.8,0.0379310344827586,0.0379310344827586,26.36363636363636,2,postgraduate,0.75,-0.18032786885245902,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
93,43,19,34,94305,3,0.6,ensino_superior,0,0,0,0,0,0,3,Generation X,8.5,0.0176470588235294,0.0176470588235294,56.66666666666667,2,college,-0.05,0.13114754098360656,1.0,2.0495049504950495,0.0,1.0,0.0,0.0,1.0,0.0,0.0
94,60,34,64,94550,2,1.7,pos_graduacao,236,0,1,0,1,0,4,Baby boomers,21.33333333333333,0.0265625,3.7140625,37.64705882352941,3,postgraduate,-0.35,0.03278688524590164,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
95,65,39,121,92612,1,2.0,ensino_medio,0,0,0,0,0,0,4,Baby boomers,60.5,0.0165289256198347,0.0165289256198347,60.5,3,high school,0.7,1.9180327868852458,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
96,38,12,48,95617,4,0.2,pos_graduacao,0,0,0,0,1,0,2,Millennials,9.6,0.0041666666666666,0.0041666666666666,240.0,2,postgraduate,0.65,-0.7868852459016393,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
97,41,15,80,95014,1,5.2,ensino_medio,0,0,0,0,0,0,2,Millennials,40.0,0.065,0.065,15.384615384615383,2,high school,-0.55,1.5901639344262295,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
98,54,28,161,92121,1,2.9,ensino_medio,0,0,0,0,1,0,3,Generation X,80.5,0.0180124223602484,0.0180124223602484,55.51724137931035,2,high school,0.45,-0.39344262295081966,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
99,49,23,94,92374,1,0.3,ensino_medio,0,0,0,0,1,0,3,Generation X,47.0,0.0031914893617021,0.0031914893617021,313.33333333333337,2,high school,-0.55,0.4426229508196721,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
100,66,41,15,91711,3,0.1,pos_graduacao,0,0,0,0,1,0,4,Baby boomers,3.75,0.0066666666666666,0.0066666666666666,150.0,4,postgraduate,0.8,2.1311475409836067,-0.5,2.00990099009901,1.0,0.0,0.0,0.0,0.0,0.0,1.0
101,48,23,74,94080,1,1.2,ensino_medio,0,0,0,0,1,0,3,Generation X,37.0,0.0162162162162162,0.0162162162162162,61.66666666666667,2,high school,-0.7,0.08196721311475409,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
102,61,36,30,94608,3,1.3,ensino_superior,0,0,0,0,0,0,4,Baby boomers,7.5,0.0433333333333333,0.0433333333333333,23.07692307692308,3,college,-0.5,-0.19672131147540983,1.0,1.0891089108910892,0.0,0.0,0.0,1.0,0.0,1.0,0.0
103,53,23,44,93555,3,1.0,pos_graduacao,198,0,0,0,1,1,3,Generation X,11.0,0.0227272727272727,4.5227272727272725,44.0,2,postgraduate,0.35,-0.6557377049180327,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
104,43,18,22,95670,2,0.3,ensino_superior,0,0,0,0,1,0,3,Generation X,7.333333333333333,0.0136363636363636,0.0136363636363636,73.33333333333334,2,college,0.75,-0.22950819672131148,1.0,2.01980198019802,1.0,0.0,0.0,0.0,1.0,0.0,0.0
105,56,32,38,93311,4,1.3,ensino_medio,166,0,0,0,1,1,3,Generation X,7.6,0.0342105263157894,4.402631578947369,29.23076923076923,3,high school,0.1,2.081967213114754,1.0,3.01980198019802,0.0,1.0,0.0,0.0,0.0,0.0,1.0
106,24,0,35,94704,3,0.1,ensino_superior,0,0,1,0,1,0,1,Generation Z,8.75,0.0028571428571428,0.0028571428571428,350.0,1,college,0.6,0.8360655737704918,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
