num__age,num__income,num__family,num__mortgage,cat__age_bracket_name_Baby boomers,cat__age_bracket_name_Generation X,cat__age_bracket_name_Generation Z,cat__age_bracket_name_Millennials,cat__education_ensino_medio,cat__education_ensino_superior,cat__education_pos_graduacao,credit_card
0.55,-0.03278688524590164,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.65,-0.819672131147541,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.1,-0.47540983606557374,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.8,0.7377049180327869,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.75,-0.4098360655737705,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.45,1.9672131147540983,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.85,-0.47540983606557374,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.9,0.9180327868852459,-0.5,1.1683168316831682,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.1,-0.36065573770491804,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.75,-0.9016393442622951,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.8,-0.6229508196721312,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.2,0.7868852459016393,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.55,0.13114754098360656,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.95,0.14754098360655737,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.3,-0.18032786885245902,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
-0.45,0.2459016393442623,0.0,2.01980198019802,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.65,-0.36065573770491804,0.5,1.4653465346534653,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.05,-0.39344262295081966,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.9,0.47540983606557374,0.0,1.7623762376237624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.55,0.29508196721311475,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.35,1.8032786885245902,0.0,2.405940594059406,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.45,1.2622950819672132,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.3,-0.6557377049180327,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.25,-0.819672131147541,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.6,-0.21311475409836064,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.95,-0.6721311475409836,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.25,0.36065573770491804,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.45,0.14754098360655737,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.75,-0.7213114754098361,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,-0.7049180327868853,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.75,-0.4098360655737705,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.65,-0.36065573770491804,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.3,-0.5081967213114754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.15,-0.6557377049180327,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-1.05,0.2786885245901639,0.0,2.3564356435643563,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.0,-0.13114754098360656,1.0,1.6237623762376239,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.3,0.09836065573770492,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.45,1.901639344262295,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.6,-0.6557377049180327,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.35,-0.3114754098360656,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.5,-0.01639344262295082,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.35,-0.18032786885245902,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.45,0.9180327868852459,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.65,-0.14754098360655737,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.05,0.08196721311475409,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.5,-0.5409836065573771,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.75,-0.6721311475409836,-0.5,1.2178217821782178,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.2,0.5081967213114754,0.5,3.237623762376238,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.75,-0.18032786885245902,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.05,0.13114754098360656,1.0,2.0495049504950495,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.35,0.03278688524590164,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.7,1.9180327868852458,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.65,-0.7868852459016393,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.55,1.5901639344262295,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.45,-0.39344262295081966,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.55,0.4426229508196721,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8,2.1311475409836067,-0.5,2.00990099009901,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.7,0.08196721311475409,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.5,-0.19672131147540983,1.0,1.0891089108910892,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.35,-0.6557377049180327,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.75,-0.22950819672131148,1.0,2.01980198019802,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.1,2.081967213114754,1.0,3.01980198019802,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6,0.8360655737704918,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.45,-0.6229508196721312,1.0,1.0792079207920793,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.6,-0.22950819672131148,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.45,-0.47540983606557374,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.5,0.36065573770491804,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.7,-0.5409836065573771,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.45,-0.3442622950819672,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.5,-0.3442622950819672,0.0,1.9405940594059405,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.15,0.8032786885245902,-0.5,0.8514851485148515,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.3,-0.08196721311475409,0.5,1.6732673267326732,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.85,1.1311475409836065,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.25,-0.08196721311475409,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.6,-0.04918032786885246,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.75,2.1475409836065573,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.75,-0.45901639344262296,0.5,1.6732673267326732,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.45,0.8032786885245902,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.5,0.9016393442622951,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.95,-0.6721311475409836,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.85,0.8360655737704918,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.85,0.3442622950819672,-0.5,1.00990099009901,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.7,-0.5573770491803278,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.0,-0.22950819672131148,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.05,0.16393442622950818,0.0,2.1386138613861387,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.95,0.2786885245901639,-0.5,1.4851485148514851,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.5,0.3442622950819672,0.0,3.00990099009901,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.85,-0.7213114754098361,0.5,0.8811881188118812,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.25,-0.29508196721311475,0.5,1.1584158415841583,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.35,-0.08196721311475409,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.7,-0.7049180327868853,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.65,-0.5737704918032787,0.0,1.4653465346534653,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.25,-0.8360655737704918,-0.5,0.9504950495049505,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.95,-0.36065573770491804,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.65,1.3114754098360655,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.05,-0.7868852459016393,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1.0,1.3114754098360655,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.75,0.8032786885245902,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.1,0.8360655737704918,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.55,0.47540983606557374,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.65,0.09836065573770492,1.0,1.00990099009901,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.5,0.29508196721311475,0.5,1.693069306930693,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.05,-0.45901639344262296,-0.5,1.702970297029703,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.35,0.18032786885245902,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.05,-0.8360655737704918,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.5,-0.5737704918032787,1.0,1.4752475247524752,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.35,0.36065573770491804,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.2,-0.5081967213114754,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.25,-0.5737704918032787,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.45,-0.3770491803278688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.1,0.7704918032786885,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.55,-0.03278688524590164,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.2,-0.819672131147541,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.25,-0.47540983606557374,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.6,-0.39344262295081966,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1.0,1.2622950819672132,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.25,0.8360655737704918,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.9,0.6721311475409836,0.0,1.8217821782178218,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.15,1.6229508196721312,0.5,3.9603960396039604,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.55,0.29508196721311475,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8,1.459016393442623,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.1,-0.4918032786885246,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.1,-0.9016393442622951,0.5,0.8712871287128713,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.15,-0.4918032786885246,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.35,1.4098360655737705,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.7,0.4098360655737705,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.7,0.0,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.2,-0.01639344262295082,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.2,0.8524590163934426,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.05,0.13114754098360656,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.8,0.47540983606557374,0.0,2.8415841584158414,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.8,-0.47540983606557374,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.45,-0.6885245901639344,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.95,-0.13114754098360656,0.5,1.118811881188119,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.0,0.19672131147540983,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.4,-0.6721311475409836,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.25,-0.06557377049180328,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.6,0.45901639344262296,-0.5,0.801980198019802,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.3,-0.8360655737704918,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.9,-0.45901639344262296,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.05,1.278688524590164,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.55,1.9836065573770492,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.2,-0.6557377049180327,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.55,-0.21311475409836064,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.15,-0.7049180327868853,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.45,0.2786885245901639,1.0,1.4158415841584158,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.05,0.09836065573770492,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.1,-0.5573770491803278,0.5,0.9603960396039604,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.9,0.09836065573770492,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
1.0,-0.6557377049180327,-0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.45,-0.6229508196721312,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.85,-0.5409836065573771,0.5,1.2673267326732673,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.45,0.4426229508196721,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.6,-0.3442622950819672,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.65,0.5901639344262295,0.0,2.4653465346534653,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.45,-0.6557377049180327,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.55,-0.04918032786885246,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,-0.3442622950819672,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.7,0.2786885245901639,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.9,0.5081967213114754,0.0,3.0693069306930694,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.2,-0.5573770491803278,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.75,-0.3442622950819672,-0.5,0.9900990099009901,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.2,2.1639344262295084,1.0,6.108910891089109,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.45,-0.01639344262295082,1.0,1.4752475247524752,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.6,-0.36065573770491804,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.55,0.6229508196721312,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.5,-0.2459016393442623,-0.5,1.6237623762376239,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.45,0.47540983606557374,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.9,0.32786885245901637,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.85,0.36065573770491804,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.05,0.36065573770491804,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.6,-0.16393442622950818,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.3,0.4426229508196721,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.1,0.26229508196721313,1.0,2.128712871287129,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.15,-0.5737704918032787,1.0,0.900990099009901,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.3,0.6065573770491803,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.35,-0.39344262295081966,0.5,0.8217821782178217,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.25,-0.8032786885245902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.75,0.2786885245901639,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.35,-0.639344262295082,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.6,-0.16393442622950818,-0.5,1.188118811881188,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.7,-0.18032786885245902,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.85,-0.18032786885245902,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.95,0.32786885245901637,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.25,0.29508196721311475,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.2,0.36065573770491804,1.0,2.267326732673267,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.25,1.1475409836065573,1.0,3.386138613861386,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.65,2.098360655737705,1.0,1.9207920792079207,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.7,0.3442622950819672,-0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.05,-0.16393442622950818,0.0,1.0792079207920793,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.35,-0.29508196721311475,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.6,-0.16393442622950818,0.0,0.9504950495049505,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.95,-0.22950819672131148,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.9,1.1147540983606556,0.5,2.267326732673267,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7,-0.16393442622950818,1.0,1.7227722772277227,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.1,0.4918032786885246,-0.5,3.0594059405940595,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.5,-0.6885245901639344,0.0,1.2376237623762376,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.25,-0.5573770491803278,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.95,-0.5409836065573771,-0.5,1.099009900990099,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.7,0.819672131147541,0.0,3.118811881188119,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,1.5573770491803278,0.0,1.306930693069307,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.75,0.5245901639344263,-0.5,1.4455445544554455,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.55,-0.06557377049180328,0.5,1.5742574257425743,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.15,0.29508196721311475,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.45,-0.5573770491803278,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.5,-0.3442622950819672,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.9,-0.22950819672131148,1.0,1.0792079207920793,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.45,0.4098360655737705,1.0,1.2079207920792079,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.35,0.8032786885245902,0.0,3.900990099009901,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.9,-0.5409836065573771,0.0,1.5742574257425743,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.25,-0.5245901639344263,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6,-0.5737704918032787,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
